|Index|Comment|Positive
1234|1234|I highly recommend this coffee, it is delicious and mellow. Didn't get to enjoy this bag though :( I had some issues, the coffee bag had been punctured & I got a refund. Will buy again & again :)|1
1235|1235|So pleasantly surprised by this pre-ground coffee. Normally I prefer to grind my own beans because most pre-ground coffee always comes off tasting stale and old to me but this coffee was nothing less than spectacular. The aroma upon opening the bag was so nostril seducing and the flavor was rich, full bodied and smooth.|1
1236|1236|Pretty good coffee, not my favorite but I will at least finish the whole bag! I love different kinds of coffees and try new ones all the time.Peets is a good brand and I'm sure I will buy it again, just in a different flavor.|1
1237|1237|I first tasted Peet's coffee 40 years ago and it's still one of the best coffees out there.|1
1238|1238|Great flavor. A quite bitter blend and very smooth.|1
1239|1239|As before, GREAT coffee, but near the expiration date.|1
1240|1240|This might be my new favorite! Tastes amazing!!|1
1241|1241|Not my favorite of the Peets line.|0
1242|1242|Husband loves the taste.|1
1243|1243|great coffee|1
1244|1244|Great Product|1
1245|1245|Pretty good coffee, especially for the price.|1
1246|1246|Great thanks|1
1247|1247|This is really good coffee.  Strong and smooth.|1
1248|1248|Good coffee.  I like to grind my own, so this is great.|1
1249|1249|Good coffee! No strong after taste, very smooth tasting.|1
1250|1250|this is very good taste and excellent coffee bean I strongly recommend this for others|1
1251|1251|Purchased to give as a Great Gift!|1
1252|1252|A little experimenting to got our strength rights and WOW.  Never tasted coffee this good, a wonderful aftertaste.|1
1253|1253|This is a nice tasting coffee.  My wife likes it more than the regular commercial fare.|1
1254|1254|Great dark bean amazing flavor.|1
1255|1255|This is the original Berkley University Cram Session into the early hours study juice. :)|1
1256|1256|A+++|1
1257|1257|good taste without caffeine for us with heart problems|1
1258|1258|KEEP  THOSE  MILLENNIALS  HAPPY|1
1259|1259|Best coffee I've had.|1
1260|1260|Love this flavor|1
1261|1261|Too bitter for me.  I actually don't mind it but it isn't as good as other coffees available for the same price.|0
1262|1262|Good stuff.|1
1263|1263|Tasty!|1
1264|1264|Delicious|1
1265|1265|Not my favorite but certainly a good cup of coffee.  I played with the grind a little and found that I needed slightly finer than typical to get the brew I wanted.  Flavor is good but not quite as robust as I'd like.  Overall I like Peet's coffee but prefer smaller roasters and more depth of flavor.|1
1266|1266|EXCELLENT SMOOTH COFFEE. HOWEVER, I WOULD CLASSIFY AS A DARKER THAN MEDIUM ROAST.|1
1267|1267|I usually drink medium blend coffee (Donut shop, Starbucks). I love  rich coffee flavor so much that I don't mind dark roast sometimes. This was first time tasting Peet's coffee in dark roast and I enjoyed it a lot. Will buy again.|1
1268|1268|Ordered 05/09, beans roasted 04/04 = Fresh! Nice and oily dark roast coffee beans. Brewed following instructions via pour-over and tastes amazing. Lots of body, not much acidity, with many different flavor notes. Will definitely buy again, thanks Peet!|1
1269|1269|Good coffee. I don't find it amazing, but it is good. I wouldn't be compelled to buy it repetitively but as something to try it was decent.|1
1270|1270|Hard to tell this is a decaf coffee, it is so flavorful, rich and smooth. l'll be buying again!|1
1271|1271|great tasting coffee. When I first got it I had a cup and then I did something I normally don't do.....had another right away. Very smooth|1
1272|1272|Perfect coffee!|1
1273|1273|Both my husband and I choose this coffee as our favorite but since we started using the pods that we fill ourselves, we’ve found that the coffee grounds are too fine and we find quite a bit the bottom of our cup. None of the verbiage on the Peet’s coffees says the type of grind the coffee is.|1
1274|1274|Very smooth, delicious coffee. Coffee lovers should definitely try it.|1
1275|1275|I LOVE Major Dickasons coffee but the Subscribe and Save dates are usually too close to expiration for satisfaction.  Today's delivery 11.12.18 (pic) xpired on 9.17.18. Cause for cancellation!|0
1276|1276|Coffee ordered two days ago. Coffee arrived today November 8th.  Package reads ‘Freshest by 9/09/2018’Yuck!  I will be returning this hopefully with no hassle.|0
1277|1277|Excellent coffee for leisurely mornings.|1
1278|1278|Tastes good and has no heavy or bitterness issues.|1
1279|1279|My all time favorite.  Not much to say - this is the best coffee.|1
1280|1280|I love Major Dickason’s blend but the package was received after the ‘freshest by’ date. :(|0
1281|1281|I tried the k cups and loved the flavor, so I bought the ground version to drink at home. It was TOTALLY different. The coffee tastes like soap and is literally too disgusting to drink. I'm not sure what the problem is, but something is definitely not right with the coffee I was sent.|0
1282|1282|I like Peet’s Major Dickason’s Blend coffee.  Thanks, Amazon Prime, for making Peet’s coffees available to the world market!|1
1283|1283|Great product|1
1284|1284|A few years ago I saw a Country Cooking show and they review different products-one was Coffee--and each was tested-and he winner was Peet's Columbian I went right out and bought it---and yes it's a winner.|1
1285|1285|Really like this coffee unfortunately it's cheaper in the store|1
1286|1286|This is the best coffee on the market! I especially love there's no bitter taste-just a delicious rich flavor. It even smells better than other coffee for which I have no explanation.|1
1287|1287|Best big brand coffee I've had so far for espresso.|1
1288|1288|This product EXPIRED ONE YEAR AGO!!!!|0
1289|1289|"This ""medium"" roast is over roasted. Dark brown with a bit of oil on the surface of the beans. Purchased Oct 17, 2018, it has an Aug 14 roast date but doesn't smell very fresh. In fact, it doesn't smell like much of anything even after grinding. Can't taste much other than bitter due to the over roasting. Will not be buying this again."|0
1290|1290|I wish Amazon would allow different categories for leaving stars.For example, in this case, the coffee is delicious and is quickly becoming our favorite.However, this being only our second order I am surprised the bag we received was roasted on 7/12 and is freshest by 10/10.  We received it October 4th!I am sadly sending this back and worry, as other reviewers have, about freshness and the product's quality.|0
1291|1291|Worst coffee I’ve ever tasted!  It didn’t even smell like coffee...smelled like burnt popcorn.  Dumped it after 2 sips, gross.|0
1292|1292|good product|1
1293|1293|This is our go to for the daily morning coffee in the drip coffee maker. Bold, flavorful, and smooth. Perfectly dark roasted without getting the burnt taste of, say, a typical French Roast.Still good as an espresso, but there are better options from Peet’s (Espresso Forte) and elsewhere.|1
